"The data lists trees maintained by the City of Edinburgh Council. The data is updated on a regular basis, please contact the Open Data team if you are looking for the most up to date version.",,,,
,,,,
Sorbus aucuparia,Rowan,"Brunswick Road, Edinburgh"," 326721,674744",Semi-mature
Sorbus aucuparia,Rowan,"Brunswick Road, Edinburgh"," 326718,674745",Semi-mature
Alnus incana,Grey Alder,"Brunswick Road, Edinburgh"," 326763,674737",Mature
Alnus incana,Grey Alder,"Brunswick Road, Edinburgh"," 326806,674735",Middle Aged
Alnus incana,Grey Alder,"Brunswick Road, Edinburgh"," 326766,674739",Middle Aged
Alnus incana,Grey Alder,"Brunswick Road, Edinburgh"," 326768,674742",Middle Aged
Alnus incana,Grey Alder,"Brunswick Road, Edinburgh"," 326770,674739",Middle Aged
Alnus incana,Grey Alder,"Brunswick Road, Edinburgh"," 326770,674742",Middle Aged
Alnus incana,Grey Alder,"Brunswick Road, Edinburgh"," 326773,674740",Middle Aged
Alnus incana,Grey Alder,"Brunswick Road, Edinburgh"," 326773,674743",Middle Aged
Alnus incana,Grey Alder,"Brunswick Road, Edinburgh"," 326775,674742",Middle Aged
Alnus incana,Grey Alder,"Brunswick Road, Edinburgh"," 326775,674745",Middle Aged
Alnus incana,Grey Alder,"Brunswick Road, Edinburgh"," 326778,674746",Middle Aged
Fraxinus excelsior,Common Ash,"Brunswick Road, Edinburgh"," 326781,674745",Middle Aged
Alnus incana,Grey Alder,"Brunswick Road, Edinburgh"," 326788,674749",Middle Aged
Alnus incana,Grey Alder,"Brunswick Road, Edinburgh"," 326794,674750",Mature
